"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"7528",1,5,4,5,4,5,2,5,1,5,2,1,4,5,4,1,2,5,2,1,4,1,1,2,5,4,3,5,5,3,4,4,4,5,4,1,16,"1","US",-14,61
"7529",4,4,2,2,3,4,3,2,5,4,4,2,4,3,2,1,4,2,2,3,5,3,4,3,2,3,3,3,2,3,2,4,3,3,2,3,35,"2","CA",16,46
"7530",3,2,5,2,1,4,1,2,2,5,2,4,1,2,4,3,1,5,5,4,2,4,1,5,3,3,4,4,4,5,4,3,4,4,4,2,19,"2","CA",-23,55
"7531",2,4,4,4,1,4,1,4,1,4,1,4,1,4,4,4,1,4,4,4,2,2,2,4,4,4,4,3,4,4,4,4,3,4,3,4,35,"1","CA",-22,65
"7532",4,4,2,4,4,4,3,4,3,5,4,3,3,4,4,5,2,4,2,2,5,1,2,2,3,5,3,3,1,3,1,5,3,5,2,4,30,"2","CA",9,65
"7533",1,3,5,3,2,2,2,3,1,4,1,2,1,1,5,2,1,1,4,2,2,5,1,1,4,2,5,2,4,3,5,2,5,2,5,4,35,"1","CA",-30,34
"7534",4,2,2,3,4,4,4,3,3,3,4,4,4,4,3,3,3,4,2,3,5,5,1,2,2,3,4,1,2,2,2,2,4,4,4,1,28,"2","CA",7,43
"7535",1,2,4,4,2,4,1,4,4,4,4,4,2,0,4,2,1,2,4,2,4,2,2,1,5,2,5,4,5,4,4,2,4,4,4,2,15,"1","CA",-18,45
"7536",3,4,4,4,2,4,2,4,2,4,4,4,4,4,2,4,4,4,2,4,2,4,2,4,4,4,2,2,4,4,4,3,4,4,4,3,37,"2","US",-5,60
"7537",2,4,4,3,2,4,1,4,4,3,4,4,2,1,2,4,4,5,4,1,3,3,3,4,2,2,4,2,3,4,4,4,5,4,3,2,22,"1","US",-6,52
"7538",2,2,4,3,2,2,4,2,2,2,2,3,4,2,4,2,2,2,4,1,2,4,3,3,4,2,4,2,4,4,4,4,4,3,3,3,16,"2","CA",-12,38
"7539",4,4,4,2,1,2,1,2,1,1,1,1,1,4,5,1,1,3,5,1,5,2,1,1,5,1,5,1,2,4,5,4,5,2,4,4,17,"1","CA",-24,36
"7540",4,4,4,5,2,4,2,5,2,4,2,3,2,4,4,3,2,4,4,4,2,2,2,4,5,4,4,4,3,4,4,4,4,4,4,3,30,"2","CA",-16,65
"7541",3,4,4,2,1,3,2,2,2,2,2,3,2,4,3,4,2,4,4,4,3,2,2,3,3,2,4,4,3,4,4,4,4,3,4,3,54,"2","CA",-14,53
"7542",4,5,1,4,4,5,4,4,4,3,3,1,4,5,1,1,4,3,3,4,5,1,4,1,1,1,2,2,2,1,1,2,4,5,4,1,17,"1","CA",17,47
"7543",1,1,4,1,1,2,1,1,1,1,1,3,1,1,5,1,1,1,1,2,5,5,1,1,5,1,5,1,5,1,5,1,5,1,5,1,21,"1","CA",-27,16
"7544",3,2,4,3,2,2,4,4,4,2,4,1,4,2,4,2,2,1,3,2,5,4,2,1,4,2,4,2,2,2,4,2,3,4,4,2,32,"1","US",-2,32
"7545",2,4,4,4,3,4,2,4,2,4,1,4,2,4,4,4,2,4,4,4,4,2,2,2,4,2,4,5,4,2,4,3,4,4,4,3,19,"1","US",-16,59
"7546",3,5,5,0,4,5,1,5,4,3,4,4,3,5,3,4,1,5,3,2,4,2,1,5,4,1,4,2,3,4,5,3,4,4,5,2,18,"1","US",-11,57
"7547",4,4,2,4,1,4,1,4,2,4,1,3,1,3,3,1,1,3,4,4,4,2,2,2,3,3,4,2,4,1,4,1,4,4,4,1,22,"2","US",-15,46
"7548",3,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,3,2,4,3,3,3,3,3,3,3,2,4,3,4,4,3,3,4,20,"2","US",4,55
"7549",2,4,4,4,2,4,2,4,2,4,2,3,2,3,4,2,2,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,46,"2","US",-17,60
"7550",4,4,4,5,2,5,3,5,3,4,2,2,2,4,4,2,2,4,4,3,3,1,1,2,2,1,4,4,2,4,4,2,4,4,4,2,21,"2","US",-10,56
"7551",3,4,2,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,2,4,4,2,4,4,2,3,2,1,2,4,4,5,3,4,2,2,19,"2","US",14,57
"7552",2,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2,4,4,2,4,3,3,3,4,2,4,2,2,4,4,4,4,4,3,2,21,"2","US",-2,52
"7553",2,5,5,2,1,5,1,4,1,5,1,3,1,4,5,4,2,3,5,4,1,1,1,2,5,3,5,4,5,2,5,3,5,4,5,2,20,"2","US",-34,58
"7554",2,4,3,2,2,4,3,3,4,5,3,4,4,2,4,3,4,3,3,2,4,2,4,1,2,3,2,1,2,3,2,3,4,2,4,2,56,"1","US",4,45
"7555",2,5,3,5,2,4,1,5,2,3,2,2,2,5,4,4,2,4,4,3,4,1,1,4,5,5,3,5,3,4,3,5,4,4,3,3,18,"2","US",-14,69
"7556",2,5,4,3,3,4,2,4,2,4,3,2,2,5,4,3,4,4,2,4,3,1,2,4,4,3,2,5,4,4,4,4,2,4,3,2,17,"1","US",-6,63
"7557",1,3,4,3,3,5,2,2,2,5,4,3,2,3,3,4,4,2,4,1,5,4,2,3,3,4,3,1,4,4,4,3,4,2,4,2,12,"2","US",-8,46
"7558",4,5,4,4,5,5,3,5,3,5,2,3,3,4,4,4,4,5,4,4,2,1,2,4,3,3,3,4,4,5,4,4,4,5,4,3,16,"2","US",-6,71
"7559",5,5,2,5,5,5,5,5,4,5,5,5,5,3,5,3,5,5,1,5,5,1,2,4,5,3,5,2,2,3,2,1,3,5,4,1,37,"2","US",12,64
"7560",4,4,5,3,4,4,2,3,2,3,2,3,1,5,4,4,2,5,4,5,3,2,2,5,4,3,4,1,3,4,5,4,4,3,4,1,18,"2","US",-15,58
"7561",3,4,3,4,3,4,4,3,5,3,3,1,4,5,1,2,3,4,1,2,5,2,3,2,2,2,2,4,3,3,2,3,3,4,2,2,20,"2","US",14,50
"7562",2,4,5,4,2,4,1,4,2,4,2,2,2,4,2,4,2,4,2,2,3,2,2,4,4,4,4,2,3,4,4,4,4,2,4,2,45,"2","US",-14,56
"7563",5,4,2,4,5,2,5,3,5,3,5,1,4,5,2,1,5,3,2,3,0,2,4,1,1,2,2,5,2,3,3,3,4,5,3,1,16,"2","US",17,47
"7564",4,4,2,3,4,4,4,3,4,3,4,1,3,2,2,2,4,3,2,2,4,3,4,2,2,2,3,2,2,4,3,4,4,4,4,3,52,"2","US",11,45
"7565",2,3,1,4,5,4,4,4,4,4,5,1,5,3,2,1,5,1,1,1,5,2,5,1,5,1,5,1,1,2,4,3,4,4,2,1,20,"2","US",15,37
"7566",4,4,2,4,5,1,5,3,4,1,4,1,5,5,2,1,5,2,4,1,5,2,5,1,2,2,2,1,2,1,2,1,2,1,4,1,28,"2","US",20,29
"7567",4,2,3,4,4,4,4,2,4,4,5,3,4,4,2,3,4,4,2,2,5,3,4,3,1,3,2,3,2,4,2,2,3,4,2,2,17,"2","US",19,50
"7568",2,4,5,4,2,4,1,3,2,3,3,4,2,4,4,3,2,4,5,4,3,3,2,3,5,3,4,4,3,5,5,2,4,4,4,2,19,"1","CA",-20,57
"7569",3,4,5,5,4,5,5,5,3,4,5,3,4,5,5,2,3,5,2,4,5,1,2,2,1,3,2,4,2,5,3,4,4,3,4,2,18,"1","US",6,64
"7570",4,2,2,2,3,4,4,2,4,2,3,1,4,2,2,1,4,2,2,1,4,4,3,2,2,1,2,2,3,2,2,2,2,2,2,2,24,"2","US",14,28
"7571",3,3,2,2,3,2,2,2,3,2,3,1,2,2,3,1,2,2,0,3,3,4,2,3,4,2,4,2,3,4,4,4,5,4,5,3,31,"2","US",-7,38
"7572",2,2,4,5,4,2,1,2,4,4,4,1,2,2,2,2,2,2,4,2,2,4,2,1,2,2,2,2,2,2,2,4,4,1,4,2,40,"1","US",-3,34
"7573",1,3,5,4,1,5,1,4,1,4,2,5,1,3,5,3,2,2,5,4,2,4,2,4,4,4,5,3,4,5,4,4,4,3,3,3,17,"1","US",-26,59
"7574",2,5,4,4,4,5,1,5,4,5,4,5,2,5,4,4,2,4,4,2,2,1,1,4,5,3,0,4,4,5,5,5,5,5,5,4,23,"2","CA",-14,73
"7575",2,4,4,4,2,4,2,4,2,4,3,3,2,4,4,2,2,4,2,4,4,2,2,4,4,3,4,2,3,3,4,4,4,4,4,2,38,"2","US",-12,57
"7576",3,1,2,2,4,2,4,2,4,2,5,2,4,1,4,2,3,2,4,2,4,5,4,3,2,2,2,1,2,2,4,2,4,2,2,2,42,"1","US",9,27
"7577",4,5,3,4,4,4,5,4,4,3,4,3,4,5,2,2,4,5,2,2,4,1,4,1,4,4,4,2,1,2,4,4,4,5,5,1,19,"1","US",8,55
"7578",4,4,4,3,4,4,3,4,3,2,3,2,2,4,4,3,2,5,3,4,4,3,2,4,3,3,4,2,3,4,4,4,4,4,4,4,18,"2","US",-6,57
"7579",4,2,3,3,3,3,3,4,0,1,4,3,3,1,2,2,3,3,2,2,3,3,4,1,3,2,4,2,3,4,4,4,4,3,4,3,55,"1","US",-2,40
"7580",1,4,4,2,1,2,1,4,1,1,1,1,1,4,5,2,1,4,5,3,1,3,1,1,5,1,5,4,5,4,5,4,5,4,5,2,28,"2","US",-35,44
"7581",2,4,4,4,2,4,2,4,2,4,5,2,4,5,4,4,2,2,2,3,4,2,2,2,4,2,2,4,4,4,4,2,4,2,4,2,17,"1","US",-7,52
"7582",4,2,3,4,5,2,3,3,2,2,5,1,3,3,4,1,5,1,3,1,5,4,4,4,3,2,4,3,1,1,4,2,2,1,4,2,23,"2","US",8,31
"7583",4,5,4,4,4,5,2,4,4,5,4,1,3,4,5,1,2,3,3,2,4,2,3,2,3,2,4,3,1,2,4,1,4,5,4,2,16,"2","US",-2,49
"7584",3,4,3,4,3,4,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,"2","US",0,51
"7585",2,4,3,4,4,2,3,2,2,2,3,1,2,2,4,1,2,5,4,2,1,4,1,5,4,3,4,4,2,5,5,5,5,5,5,3,39,"2","US",-16,51
"7586",5,5,1,4,5,4,5,4,4,5,5,3,5,2,3,2,3,3,3,2,5,3,4,3,0,2,4,1,4,3,3,4,3,5,3,3,20,"2","US",17,52
"7587",1,1,4,1,1,3,3,1,1,3,1,4,3,1,5,5,3,1,5,1,5,5,3,4,4,1,5,1,4,1,5,1,4,2,4,1,23,"1","US",-19,27
"7588",3,3,5,5,5,5,5,1,5,5,5,3,5,1,4,2,5,3,2,2,5,5,5,3,2,1,5,1,1,1,3,1,1,1,1,1,31,"2","US",19,34
"7589",4,5,5,5,1,5,1,5,4,5,1,3,1,5,5,1,1,5,4,1,3,1,1,3,2,3,4,5,2,2,3,2,3,5,4,2,35,"2","US",-15,61
"7590",2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,4,2,3,4,3,4,4,3,3,4,2,3,4,4,2,16,"1","US",-11,40
"7591",4,4,3,2,4,4,4,4,3,4,4,4,4,2,4,4,4,3,4,2,4,2,2,3,4,2,4,2,2,4,4,2,4,3,2,2,16,"2","US",2,49
"7592",1,4,5,3,2,3,2,3,2,2,4,3,4,4,4,3,2,4,4,4,4,2,2,4,4,2,5,4,2,3,4,4,4,4,4,2,24,"2","US",-13,54
"7593",2,4,4,4,3,4,2,3,2,4,4,4,3,4,4,4,3,3,3,4,2,2,2,2,3,3,4,3,3,3,4,4,4,4,4,2,15,"2","US",-10,57
"7594",4,4,3,4,3,4,2,4,4,4,3,3,3,4,2,3,3,4,2,3,4,2,3,3,1,3,2,4,2,4,3,3,2,4,2,3,49,"1","US",10,59
"7595",2,4,4,4,4,5,1,5,2,2,4,1,5,5,4,2,4,5,1,2,2,1,5,4,4,4,4,5,4,4,4,4,4,5,4,5,19,"1","US",-4,65
"7596",4,1,4,4,2,4,1,2,2,4,3,2,2,1,2,1,2,3,2,2,4,4,3,3,2,3,3,1,3,3,4,4,4,3,4,3,41,"1","US",-5,40
"7597",3,2,4,4,1,2,2,2,2,2,4,1,2,1,1,4,1,2,2,1,1,3,1,3,1,2,2,1,4,1,3,3,3,3,3,1,62,"1","US",-6,32
"7598",4,3,2,3,4,4,4,4,4,4,4,3,4,1,2,1,2,4,3,3,4,4,4,3,1,2,3,2,3,2,3,2,3,3,3,2,17,"2","US",11,42
"7599",3,5,2,4,1,5,3,3,4,4,1,2,2,4,4,5,3,4,2,4,3,2,3,5,5,4,3,2,3,4,4,5,5,5,4,4,17,"2","US",-9,67
"7600",5,2,1,4,5,2,5,2,4,2,4,1,4,4,1,2,5,3,2,2,4,4,4,4,2,2,2,2,1,2,4,4,4,2,2,2,18,"2","CA",21,38
"7601",3,4,3,2,4,4,3,3,3,3,4,2,2,2,5,2,4,2,3,2,4,4,4,3,3,2,4,1,3,4,3,4,4,3,4,2,18,"1","US",-1,41
"7602",1,4,5,5,4,5,4,5,2,5,4,5,4,5,4,4,2,5,2,2,2,2,2,2,2,4,2,4,4,4,4,5,5,3,5,3,47,"2","US",-8,68
"7603",4,5,3,3,3,4,3,4,4,4,3,2,3,4,2,2,4,5,2,3,4,1,3,4,3,3,4,5,2,5,3,4,4,5,4,2,19,"2","US",4,63
"7604",5,5,1,5,4,4,4,4,4,4,5,2,4,4,1,3,4,5,2,3,4,2,2,3,3,3,2,3,2,4,2,4,4,4,3,3,19,"2","US",16,61
"7605",4,3,5,2,3,2,1,2,2,2,3,2,2,3,3,3,3,3,4,2,3,4,2,2,4,2,5,1,3,4,5,3,4,2,4,3,17,"2","US",-14,37
"7606",5,4,2,5,5,5,4,5,5,5,5,1,5,5,1,1,5,5,1,1,5,1,1,3,2,2,1,5,1,3,1,4,2,5,2,2,38,"2","US",27,60
"7607",5,5,4,4,4,4,2,4,4,4,4,4,4,5,2,3,5,4,3,4,5,1,2,3,2,4,2,4,2,4,4,4,4,5,5,4,18,"2","US",7,68
"7608",1,4,4,3,1,4,1,4,1,3,1,1,1,5,4,1,1,1,4,4,2,2,2,1,5,4,4,1,5,4,5,1,5,4,4,5,16,"1","US",-29,48
"7609",2,2,4,4,2,2,2,4,2,1,2,1,2,2,4,1,1,3,4,1,4,3,2,4,4,2,4,1,4,2,4,3,5,5,5,2,23,"1","US",-19,37
"7610",2,1,3,3,3,2,2,3,2,3,2,2,3,1,4,2,3,3,3,2,4,4,3,2,4,2,4,1,3,2,3,2,4,2,4,2,14,"2","US",-8,31
"7611",1,5,5,4,2,5,1,4,1,4,2,5,1,5,5,5,2,5,5,4,2,2,1,1,5,3,5,1,4,5,5,3,5,5,5,3,17,"1","US",-31,65
"7612",2,4,2,4,2,4,2,4,2,4,2,2,2,2,3,2,2,4,4,4,2,2,2,4,4,3,4,2,3,3,4,4,4,4,4,3,24,"1","US",-14,55
"7613",3,3,5,5,4,5,3,4,4,5,5,5,3,3,2,3,4,3,0,2,0,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,14,"2","US",6,53
"7614",1,4,0,5,1,4,1,5,1,4,1,2,1,2,4,2,2,2,4,4,4,2,2,4,2,4,4,2,2,3,2,3,2,4,3,2,74,"1","US",-9,54
"7615",1,5,5,5,2,5,1,5,1,4,2,3,2,5,5,5,2,5,5,4,2,1,1,3,4,3,4,5,5,4,4,4,5,5,5,3,19,"2","US",-28,72
"7616",4,4,2,4,2,5,5,5,2,5,4,4,4,2,4,1,4,4,2,1,5,2,3,4,2,4,4,1,2,2,4,2,4,5,4,4,18,"2","US",5,55
"7617",1,4,4,4,3,2,2,5,2,1,4,5,2,5,2,4,4,5,2,2,2,2,1,4,4,3,4,5,1,5,1,4,4,5,5,3,29,"2","US",-6,64
"7618",2,4,4,4,2,3,2,4,2,4,3,4,2,2,4,4,2,4,4,2,4,2,2,3,3,3,4,2,3,0,4,4,4,4,4,3,42,"2","US",-13,52
"7619",2,4,4,3,3,4,4,2,2,3,3,1,4,4,5,1,4,3,2,1,4,4,2,4,2,1,4,2,3,4,4,4,4,4,4,2,34,"2","US",-4,43
"7620",2,5,5,3,2,4,3,4,4,5,1,1,1,5,2,1,4,5,4,5,4,1,1,4,2,1,2,3,4,4,2,5,5,5,4,1,27,"1","US",-8,60
"7621",2,3,4,4,2,3,2,3,2,4,2,3,2,3,4,3,2,4,4,4,3,3,2,3,3,3,4,2,3,3,4,3,4,4,4,3,23,"1","US",-15,52
"7622",3,2,4,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2,4,2,3,4,2,3,4,2,4,2,4,2,4,3,4,2,4,3,29,"1","US",-17,33
"7623",4,5,4,5,2,5,2,5,1,5,2,4,1,3,5,5,2,5,5,4,2,1,1,4,4,3,5,3,5,5,4,5,5,4,4,5,18,"2","US",-24,74
"7624",2,4,5,3,2,4,2,4,2,4,2,4,2,4,4,4,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,"2","US",-19,65
"7625",2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,3,2,4,2,2,5,1,5,3,4,2,5,3,5,3,5,1,21,"2","US",-23,33
"7626",3,2,2,5,4,4,2,4,2,4,5,4,2,2,3,2,2,4,2,2,2,4,1,4,2,4,4,1,4,5,2,4,4,4,3,1,17,"1","US",-3,52
"7627",3,5,3,5,1,5,2,5,4,5,3,4,4,4,2,4,2,5,2,3,5,1,1,3,2,3,2,3,2,3,2,3,3,5,4,2,30,"2","US",3,66
"7628",4,5,2,4,5,5,5,5,4,5,5,1,4,5,2,2,5,5,1,4,5,1,4,5,4,2,3,4,1,5,2,4,4,5,4,5,16,"1","US",18,70
"7629",2,4,4,3,2,4,2,4,1,3,2,3,2,4,2,2,2,5,5,2,2,2,1,4,5,2,4,2,4,4,4,4,4,4,4,4,26,"2","US",-20,56
"7630",4,2,5,4,3,3,2,2,1,2,2,2,1,1,1,3,4,3,2,2,5,3,3,2,3,1,3,2,3,2,4,4,4,1,3,2,31,"1","US",-3,35
"7631",4,3,2,3,3,1,4,1,4,1,1,1,4,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,0,1,1,1,15,"2","US",16,20
"7632",2,2,5,2,1,2,1,1,1,2,3,1,1,2,1,1,1,1,5,1,2,5,1,2,5,1,5,2,2,4,5,2,4,2,4,2,21,"2","US",-23,25
"7633",2,5,5,4,1,4,1,4,2,1,1,3,4,4,4,3,1,4,4,4,4,1,1,4,4,2,5,4,4,4,4,5,5,5,5,3,22,"2","US",-23,62
"7634",5,5,1,4,2,5,5,4,5,5,5,5,5,5,1,3,4,5,2,4,5,1,3,3,1,3,1,1,1,4,1,1,1,5,2,4,35,"1","US",28,65
"7635",4,5,4,5,4,5,4,5,3,5,4,2,4,5,4,2,4,5,4,1,5,2,3,4,3,1,4,4,3,2,4,3,4,5,4,1,19,"2","US",1,58
"7636",1,2,5,2,1,4,2,2,1,3,1,2,1,4,5,2,1,1,5,1,4,3,1,1,5,1,5,1,2,1,5,1,5,2,4,1,21,"2","US",-28,28
"7637",1,5,4,4,4,5,2,5,4,5,4,2,2,2,2,2,3,5,3,3,5,1,2,4,3,2,2,1,2,5,3,5,4,5,3,3,25,"2","US",1,62
"7638",1,5,4,4,2,4,2,4,2,3,4,3,1,5,4,4,2,5,4,4,2,1,1,3,3,3,4,5,4,4,4,3,4,4,4,3,21,"1","US",-18,65
"7639",2,4,5,4,2,4,1,4,2,4,2,5,2,4,4,5,2,4,4,4,4,2,2,2,4,4,4,5,2,4,2,4,4,5,5,3,44,"1","US",-15,67
"7640",2,2,5,4,2,3,2,2,2,2,2,2,2,2,4,2,2,3,5,4,2,4,2,2,4,2,5,2,4,2,5,3,5,3,5,2,21,"2","US",-24,38
"7641",4,4,4,3,1,3,1,3,2,2,1,1,1,4,4,2,2,4,4,2,2,3,2,2,4,2,4,2,2,2,4,2,4,3,5,1,25,"2","US",-19,39
"7642",3,2,2,3,5,4,4,3,4,3,4,2,3,2,2,2,4,2,3,1,4,4,3,2,2,2,2,3,3,2,2,2,2,3,2,2,23,"1","US",14,36
"7643",1,5,3,4,5,4,4,5,3,3,4,2,4,5,3,2,2,4,2,1,5,1,3,4,2,3,5,4,1,4,2,3,4,5,3,1,21,"2","US",6,58
"7644",4,0,2,5,4,5,2,2,3,5,5,4,2,5,2,4,3,4,4,2,4,2,2,4,1,4,2,5,2,3,4,4,3,5,4,3,18,"1","US",5,62
"7645",4,5,3,2,4,4,4,4,4,2,5,2,4,1,2,2,4,2,2,2,3,3,3,2,2,2,2,1,2,2,3,2,2,4,2,2,27,"1","US",15,38
"7646",1,5,4,4,1,5,1,2,2,4,1,2,2,3,4,2,2,5,5,5,5,1,1,4,4,5,5,2,3,2,4,4,4,5,4,1,36,"2","US",-21,59
"7647",1,4,3,2,1,2,2,4,1,1,2,5,3,3,4,5,1,5,2,1,2,2,1,3,4,1,4,2,4,5,2,4,5,5,5,3,25,"3","US",-19,53
"7648",4,4,2,3,2,5,4,3,4,4,4,3,4,4,2,2,4,4,3,2,4,3,2,3,4,3,3,4,2,4,2,4,3,4,2,4,18,"0","US",9,57
"7649",3,1,5,2,4,2,2,1,4,4,4,2,2,2,2,1,2,3,4,2,4,4,2,2,2,2,4,1,4,4,2,4,4,4,2,4,28,"1","US",-2,37
"7650",1,4,5,4,1,5,1,2,1,5,1,1,1,5,4,3,1,5,2,1,1,2,2,5,4,2,4,5,5,5,5,5,5,1,5,4,33,"1","US",-29,60
"7651",4,5,2,5,5,5,2,5,1,5,4,4,1,5,3,2,1,5,3,1,3,1,3,4,1,1,3,1,3,5,4,3,1,1,1,5,15,"2","US",3,61
"7652",4,5,2,4,5,5,4,1,4,4,5,1,4,5,1,1,4,1,2,1,1,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,16,"2","US",22,37
"7653",2,4,3,1,1,1,3,4,2,1,1,1,3,2,4,2,2,1,4,1,4,2,2,3,4,1,5,1,1,2,4,1,4,4,3,2,26,"2","US",-12,30
"7654",2,3,5,2,1,1,1,2,2,1,1,3,2,1,5,2,1,1,5,2,2,5,3,1,5,1,4,1,5,2,5,1,5,2,5,2,17,"2","US",-29,23
"7655",2,4,5,3,4,5,4,5,1,1,2,1,1,5,5,4,3,5,4,5,5,1,1,5,5,2,5,5,5,5,2,5,3,5,4,3,27,"2","US",-15,67
"7656",3,5,3,5,5,3,4,5,5,3,5,2,5,5,1,4,5,3,2,1,5,2,5,3,1,3,1,1,3,3,1,1,1,4,3,2,18,"2","US",26,51
"7657",4,5,2,1,4,5,3,5,1,5,3,4,4,5,4,4,3,5,4,4,4,2,3,5,4,3,4,4,3,3,4,4,3,5,4,3,20,"1","US",-3,68
"7658",1,4,4,5,2,4,2,4,2,4,4,3,3,4,4,3,2,4,4,3,4,2,1,4,4,3,4,2,3,4,4,4,5,5,5,2,23,"2","US",-16,60
"7659",3,2,3,2,2,4,2,2,3,2,2,1,1,1,3,2,2,3,4,3,4,4,2,2,3,2,2,2,2,3,3,3,4,3,4,2,24,"2","US",-7,35
"7660",4,2,4,3,3,2,4,2,2,2,2,2,2,4,4,1,2,4,4,1,5,4,2,2,4,2,4,4,2,2,4,3,5,4,5,2,19,"2","US",-10,38
"7661",1,4,5,3,1,4,1,3,1,5,1,3,1,3,5,3,3,4,5,5,3,3,2,4,5,4,3,2,2,4,3,3,4,4,4,5,18,"1","US",-22,60
"7662",5,5,1,3,3,5,2,3,5,3,3,2,3,4,1,1,4,3,3,1,4,5,2,2,3,3,4,3,3,1,2,1,3,5,1,1,36,"2","US",10,41
"7663",2,2,5,1,1,2,2,1,1,2,2,3,2,1,4,3,2,4,4,3,3,5,1,4,5,2,4,1,3,2,4,2,4,5,4,2,23,"2","US",-21,35
"7664",2,5,3,5,5,5,5,5,2,3,5,1,3,5,1,3,3,5,3,4,2,1,1,1,1,1,3,1,3,5,3,5,5,5,5,5,34,"2","US",1,63
"7665",1,2,5,4,2,2,4,5,1,3,1,1,3,5,5,3,1,2,4,3,1,4,2,2,5,3,5,1,5,2,5,2,5,3,5,3,16,"2","US",-28,42
"7666",2,2,3,3,4,2,4,2,2,2,3,2,2,2,4,2,2,2,3,4,2,4,2,3,4,2,4,3,4,3,4,4,4,3,4,2,28,"2","US",-11,39
"7667",1,4,4,3,4,4,4,4,3,2,3,1,4,1,4,2,2,3,2,2,4,3,3,3,3,5,1,3,2,2,3,2,4,4,3,2,56,"2","US",2,44
"7668",2,5,0,4,2,5,2,4,2,4,2,2,3,5,4,2,2,3,4,2,3,5,2,3,3,3,5,2,5,3,5,3,5,4,5,2,17,"1","US",-16,51
"7669",5,5,1,4,4,5,4,4,5,3,4,3,4,1,3,1,4,3,1,1,4,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,20,"2","US",14,46
"7670",5,5,2,5,5,5,5,3,4,3,4,2,4,5,1,1,4,3,2,2,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,22,"1","US",30,41
"7671",1,5,3,5,4,5,4,5,3,5,5,5,3,5,5,5,3,5,4,3,4,5,3,4,4,1,4,4,4,4,5,4,4,5,4,4,17,"2","US",-7,69
"7672",2,5,5,5,2,5,1,5,1,5,1,3,1,5,2,2,1,5,3,4,4,1,1,4,5,3,4,5,3,3,4,2,4,5,4,2,14,"2","US",-20,67
"7673",2,5,4,4,1,5,1,4,2,5,1,4,2,4,4,4,2,5,4,4,3,3,2,3,5,3,5,3,4,5,5,5,5,5,4,3,16,"2","US",-24,68
"7674",3,4,4,2,2,5,3,4,4,4,4,1,4,5,2,1,3,4,2,2,5,1,2,2,3,4,2,3,4,2,2,2,2,5,3,1,21,"2","US",6,50
"7675",4,5,3,5,3,5,4,4,2,5,4,3,2,4,4,3,1,5,3,4,3,1,3,3,2,3,5,1,2,3,4,2,2,4,3,2,19,"2","US",-2,60
"7676",4,3,4,3,3,0,2,2,4,1,1,1,2,2,3,1,0,3,2,1,4,4,2,2,1,4,2,4,4,3,0,5,5,4,3,4,35,"2","CA",-2,39
"7677",2,4,4,3,3,2,3,2,2,2,3,1,3,2,4,1,2,4,4,2,4,3,2,4,3,2,4,2,5,1,4,2,4,3,4,1,16,"2","CA",-12,35
"7678",1,1,5,4,1,1,1,4,1,1,1,1,1,1,5,1,5,1,5,1,1,1,1,1,2,1,5,1,0,5,5,5,5,1,5,1,46,"2","CA",-24,30
"7679",4,5,3,3,2,4,4,4,4,3,3,3,4,3,2,2,2,2,2,2,3,2,2,4,2,3,2,4,2,3,2,3,2,5,3,2,38,"2","CA",8,53
"7680",1,4,5,2,1,1,1,2,1,1,1,2,1,4,5,2,1,1,5,3,1,2,1,1,4,1,5,1,4,3,4,3,5,3,5,3,45,"2","CA",-33,35
"7681",3,3,2,4,4,5,5,3,4,5,4,3,4,2,2,3,4,5,1,4,3,3,4,4,1,4,1,1,1,3,3,3,3,4,1,3,23,"0","CA",20,56
"7682",3,5,3,5,1,1,1,5,1,5,2,2,2,5,5,2,3,4,5,3,4,1,1,2,5,1,5,1,5,5,5,4,5,5,5,5,16,"1","CA",-25,59
"7683",2,2,3,3,3,4,3,2,2,4,2,1,2,2,4,2,3,2,4,2,4,4,3,5,4,2,4,1,3,3,4,2,5,2,4,2,14,"3","US",-11,37
"7684",1,4,4,1,2,2,4,3,2,1,2,1,2,4,5,2,2,4,4,4,4,2,2,2,5,1,5,5,4,4,5,5,5,2,5,4,42,"2","US",-21,47
